op_type,key,latency_ms,status_code,ok,stale,write_read_gap_ms,node
read,key-0013,8.9,404,True,False,,http://localhost:8003
write,key-0073,1229.595,201,True,,,http://localhost:8001
read,key-0073,3.67,200,True,False,0.009,http://localhost:8002
read,key-0054,2.955,404,True,False,,http://localhost:8004
read,key-0040,2.698,200,True,False,,http://localhost:8004
write,key-0099,1235.347,201,True,,,http://localhost:8001
write,key-0080,1224.012,201,True,,,http://localhost:8001
write,key-0058,1228.599,201,True,,,http://localhost:8001
write,key-0084,1235.261,201,True,,,http://localhost:8001
write,key-0010,1234.076,201,True,,,http://localhost:8001
read,key-0099,6.295,200,True,False,4922.565,http://localhost:8005
write,key-0062,1226.472,201,True,,,http://localhost:8001
read,key-0080,6.457,200,True,False,4931.444,http://localhost:8004
write,key-0035,1232.359,201,True,,,http://localhost:8001
write,key-0027,1227.954,201,True,,,http://localhost:8001
write,key-0049,1228.601,201,True,,,http://localhost:8001
write,key-0070,1232.074,201,True,,,http://localhost:8001
write,key-0074,1225.295,201,True,,,http://localhost:8001
read,key-0058,2.433,200,True,False,9856.171,http://localhost:8002
read,key-0084,1.915,200,True,False,8623.306,http://localhost:8003
read,key-0010,1.631,200,True,False,7390.918,http://localhost:8002
read,key-0062,1.608,200,True,False,6159.517,http://localhost:8003
write,key-0011,1226.781,201,True,,,http://localhost:8001
write,key-0081,1232.338,201,True,,,http://localhost:8001
read,key-0035,2.474,200,True,False,7381.473,http://localhost:8004
read,key-0027,1.62,200,True,False,6155.966,http://localhost:8002
write,key-0066,1230.421,201,True,,,http://localhost:8001
write,key-0026,1227.261,201,True,,,http://localhost:8001
write,key-0053,1231.54,201,True,,,http://localhost:8001
write,key-0032,1220.125,201,True,,,http://localhost:8001
write,key-0020,1228.247,201,True,,,http://localhost:8001
write,key-0097,1240.537,201,True,,,http://localhost:8001
write,key-0078,1265.478,201,True,,,http://localhost:8001
read,key-0049,7.448,200,True,False,13573.845,http://localhost:8002
write,key-0053,1236.15,201,True,,,http://localhost:8001
read,key-0070,2.075,200,True,False,13585.404,http://localhost:8002
write,key-0083,1233.741,201,True,,,http://localhost:8001
read,key-0074,4.022,200,True,False,13596.0,http://localhost:8002
write,key-0019,1224.561,201,True,,,http://localhost:8001
write,key-0072,1229.945,201,True,,,http://localhost:8001
write,key-0088,1227.883,201,True,,,http://localhost:8001
read,key-0011,3.514,200,True,False,16048.271,http://localhost:8004
write,key-0012,1226.23,201,True,,,http://localhost:8001
write,key-0048,1232.241,201,True,,,http://localhost:8001
write,key-0071,1237.627,201,True,,,http://localhost:8001
read,key-0081,5.051,200,True,False,18515.877,http://localhost:8005
read,key-0066,7.241,200,True,False,17286.272,http://localhost:8004
read,key-0026,4.072,200,True,False,16066.051,http://localhost:8002
read,key-0053,7.864,200,True,False,14838.452,http://localhost:8004
read,key-0032,5.981,200,True,False,13626.182,http://localhost:8003
read,key-0020,2.712,200,True,False,12403.809,http://localhost:8003
read,key-0097,3.109,200,True,False,11165.86,http://localhost:8003
write,key-0012,1223.804,201,True,,,http://localhost:8001
read,key-0078,2.649,200,True,False,11127.209,http://localhost:8004
write,key-0016,1222.614,201,True,,,http://localhost:8001
write,key-0049,1228.077,201,True,,,http://localhost:8001
write,key-0024,1233.877,201,True,,,http://localhost:8001
read,key-0053,9.245,200,True,False,13571.036,http://localhost:8002
write,key-0066,1225.395,201,True,,,http://localhost:8001
read,key-0083,2.728,200,True,False,13569.835,http://localhost:8002
read,key-0019,3.237,200,True,False,12343.801,http://localhost:8002
write,key-0064,1220.579,201,True,,,http://localhost:8001
read,key-0072,2.281,200,True,False,12337.844,http://localhost:8003
write,key-0088,1251.896,201,True,,,http://localhost:8001
read,key-0088,5.013,200,True,False,12364.284,http://localhost:8004
read,key-0012,3.318,200,True,False,11139.465,http://localhost:8002
read,key-0048,3.563,200,True,False,9910.476,http://localhost:8005
write,key-0029,1225.004,201,True,,,http://localhost:8001
read,key-0071,7.484,200,True,False,9901.547,http://localhost:8003
read,key-0012,3.997,200,True,False,8648.835,http://localhost:8003
read,key-0016,3.026,200,True,False,7427.489,http://localhost:8003
read,key-0049,3.036,200,True,False,6202.323,http://localhost:8005
write,key-0027,1225.094,201,True,,,http://localhost:8001
write,key-0003,1230.138,201,True,,,http://localhost:8001
write,key-0081,1216.424,201,True,,,http://localhost:8001
read,key-0024,4.95,200,True,False,8643.393,http://localhost:8003
write,key-0058,1222.006,201,True,,,http://localhost:8001
read,key-0066,4.657,200,True,False,8635.761,http://localhost:8005
write,key-0064,1240.931,201,True,,,http://localhost:8001
write,key-0091,1220.684,201,True,,,http://localhost:8001
read,key-0064,6.91,200,True,False,9875.431,http://localhost:8005
read,key-0088,4.336,200,True,False,8628.079,http://localhost:8004
read,key-0029,3.259,200,True,False,7395.187,http://localhost:8005
write,key-0046,1223.922,201,True,,,http://localhost:8001
write,key-0025,1229.515,201,True,,,http://localhost:8001
read,key-0027,10.394,200,True,False,8608.995,http://localhost:8003
write,key-0098,1231.341,201,True,,,http://localhost:8001
write,key-0022,1225.137,201,True,,,http://localhost:8001
read,key-0003,4.229,200,True,False,9846.421,http://localhost:8005
read,key-0081,2.53,200,True,False,8634.139,http://localhost:8005
write,key-0046,1231.388,201,True,,,http://localhost:8001
write,key-0005,1225.029,201,True,,,http://localhost:8001
read,key-0058,5.93,200,True,False,9866.116,http://localhost:8004
write,key-0021,1230.64,201,True,,,http://localhost:8001
write,key-0098,1243.06,201,True,,,http://localhost:8001
write,key-0016,1224.559,201,True,,,http://localhost:8001
read,key-0064,4.126,200,True,False,12325.018,http://localhost:8002
read,key-0091,2.455,200,True,False,11108.401,http://localhost:8004
read,key-0046,1.978,200,True,False,9872.12,http://localhost:8005
read,key-0025,1.906,200,True,False,8644.484,http://localhost:8004
write,key-0062,1222.415,201,True,,,http://localhost:8001
read,key-0098,3.483,200,True,False,8626.732,http://localhost:8005
read,key-0022,2.464,200,True,False,7404.871,http://localhost:8005
read,key-0046,2.121,200,True,False,6169.097,http://localhost:8004
read,key-0005,2.745,200,True,False,4946.121,http://localhost:8004
read,key-0021,2.227,200,True,False,3712.142,http://localhost:8005
read,key-0098,2.096,200,True,False,2471.219,http://localhost:8002
write,key-0031,1225.156,201,True,,,http://localhost:8001
read,key-0016,5.243,200,True,False,2473.989,http://localhost:8005
write,key-0075,1233.792,201,True,,,http://localhost:8001
write,key-0060,1230.772,201,True,,,http://localhost:8001
read,key-0062,4.62,200,True,False,3711.105,http://localhost:8005
read,key-0031,3.074,200,True,False,2474.962,http://localhost:8002
write,key-0058,1228.27,201,True,,,http://localhost:8001
write,key-0034,1230.025,201,True,,,http://localhost:8001
write,key-0091,1233.116,201,True,,,http://localhost:8001
read,key-0075,4.34,200,True,False,4930.576,http://localhost:8002
write,key-0034,1229.776,201,True,,,http://localhost:8001
read,key-0060,2.676,200,True,False,4933.981,http://localhost:8004
read,key-0058,2.199,200,True,False,3700.533,http://localhost:8002
read,key-0034,2.76,200,True,False,2472.552,http://localhost:8003
write,key-0067,1238.036,201,True,,,http://localhost:8001
read,key-0091,4.507,200,True,False,2480.279,http://localhost:8005
write,key-0038,1229.757,201,True,,,http://localhost:8001
read,key-0034,4.466,200,True,False,2480.422,http://localhost:8003
read,key-0067,3.884,200,True,False,1239.029,http://localhost:8003
read,key-0038,3.994,200,True,False,8.507,http://localhost:8003
write,key-0018,1225.077,201,True,,,http://localhost:8001
write,key-0024,1229.327,201,True,,,http://localhost:8001
write,key-0023,1236.609,201,True,,,http://localhost:8001
read,key-0018,4.553,200,True,False,2466.282,http://localhost:8003
write,key-0073,1226.579,201,True,,,http://localhost:8001
write,key-0040,1244.354,201,True,,,http://localhost:8001
read,key-0024,3.572,200,True,False,3712.466,http://localhost:8004
write,key-0087,1229.126,201,True,,,http://localhost:8001
read,key-0023,6.957,200,True,False,3708.625,http://localhost:8002
read,key-0073,4.371,200,True,False,2484.36,http://localhost:8004
write,key-0002,1261.701,201,True,,,http://localhost:8001
write,key-0007,1372.156,201,True,,,http://localhost:8001
read,key-0040,6.59,200,True,False,3881.148,http://localhost:8003
read,key-0087,3.279,200,True,False,2654.917,http://localhost:8003
write,key-0048,1242.297,201,True,,,http://localhost:8001
write,key-0025,1248.058,201,True,,,http://localhost:8001
read,key-0002,3.597,200,True,False,3873.171,http://localhost:8002
write,key-0075,1237.043,201,True,,,http://localhost:8001
write,key-0021,1231.293,201,True,,,http://localhost:8001
write,key-0003,1237.414,201,True,,,http://localhost:8001
read,key-0007,4.418,200,True,False,6210.371,http://localhost:8003
read,key-0048,3.404,200,True,False,4962.459,http://localhost:8003
write,key-0043,1222.74,201,True,,,http://localhost:8001
write,key-0087,1230.933,201,True,,,http://localhost:8001
read,key-0025,2.597,200,True,False,6171.739,http://localhost:8003
write,key-0059,1231.79,201,True,,,http://localhost:8001
write,key-0070,1226.91,201,True,,,http://localhost:8001
write,key-0015,1231.737,201,True,,,http://localhost:8001
read,key-0075,4.625,200,True,False,8624.463,http://localhost:8002
read,key-0021,2.863,200,True,False,7397.695,http://localhost:8003
write,key-0004,1231.404,201,True,,,http://localhost:8001
write,key-0056,1230.853,201,True,,,http://localhost:8001
read,key-0003,4.125,200,True,False,8625.514,http://localhost:8005
read,key-0043,2.835,200,True,False,7398.824,http://localhost:8004
write,key-0028,1230.212,201,True,,,http://localhost:8001
read,key-0087,5.184,200,True,False,7401.011,http://localhost:8005
write,key-0065,1267.048,201,True,,,http://localhost:8001
write,key-0064,1226.911,201,True,,,http://localhost:8001
write,key-0059,1218.332,201,True,,,http://localhost:8001
read,key-0059,4.034,200,True,False,9884.903,http://localhost:8005
write,key-0094,1229.16,201,True,,,http://localhost:8001
read,key-0070,3.753,200,True,False,9892.047,http://localhost:8003
write,key-0016,1237.876,201,True,,,http://localhost:8001
write,key-0089,1219.141,201,True,,,http://localhost:8001
write,key-0063,1227.089,201,True,,,http://localhost:8001
read,key-0015,5.399,200,True,False,12348.423,http://localhost:8004
read,key-0004,3.026,200,True,False,11114.776,http://localhost:8002
read,key-0056,2.262,200,True,False,9886.886,http://localhost:8004
write,key-0014,1231.795,201,True,,,http://localhost:8001
read,key-0028,4.615,200,True,False,9883.693,http://localhost:8004
read,key-0065,3.355,200,True,False,8615.511,http://localhost:8002
read,key-0064,3.156,200,True,False,7391.767,http://localhost:8005
read,key-0059,4.066,200,True,False,6176.583,http://localhost:8005
read,key-0094,2.84,200,True,False,4946.622,http://localhost:8004
read,key-0016,3.154,200,True,False,3707.622,http://localhost:8004
read,key-0089,2.648,200,True,False,2491.62,http://localhost:8005
write,key-0024,1233.041,201,True,,,http://localhost:8001
read,key-0063,5.919,200,True,False,2500.336,http://localhost:8005
read,key-0014,4.837,200,True,False,1263.565,http://localhost:8004
read,key-0024,4.543,200,True,False,10.938,http://localhost:8004
read,key-0071,3.689,200,True,False,,http://localhost:8004
read,key-0066,3.725,200,True,False,,http://localhost:8002
write,key-0098,1230.221,201,True,,,http://localhost:8001
write,key-0063,1232.922,201,True,,,http://localhost:8001
read,key-0098,3.18,200,True,False,1233.021,http://localhost:8002
write,key-0000,1253.367,201,True,,,http://localhost:8001
write,key-0041,1233.38,201,True,,,http://localhost:8001
read,key-0063,4.825,200,True,False,2490.347,http://localhost:8002
read,key-0000,5.104,200,True,False,1238.498,http://localhost:8003
read,key-0041,3.427,200,True,False,10.229,http://localhost:8002
read,key-0093,2.856,404,True,False,,http://localhost:8002
read,key-0002,3.249,200,True,False,,http://localhost:8004
read,key-0059,2.695,200,True,False,,http://localhost:8003
write,key-0019,1233.182,201,True,,,http://localhost:8001
write,key-0063,1234.987,201,True,,,http://localhost:8001
write,key-0036,1241.034,201,True,,,http://localhost:8001
write,key-0040,1243.604,201,True,,,http://localhost:8001
write,key-0063,1218.134,201,True,,,http://localhost:8001
read,key-0019,4.166,200,True,False,4938.382,http://localhost:8003
read,key-0063,3.073,200,True,False,3707.536,http://localhost:8005
write,key-0031,1221.381,201,True,,,http://localhost:8001
read,key-0036,3.878,200,True,False,3691.185,http://localhost:8004
read,key-0040,2.977,200,True,False,2451.385,http://localhost:8002
write,key-0057,1225.53,201,True,,,http://localhost:8001
write,key-0008,1228.552,201,True,,,http://localhost:8001
write,key-0071,1226.634,201,True,,,http://localhost:8001
read,key-0063,5.292,200,True,False,4917.308,http://localhost:8003
write,key-0040,1221.3,201,True,,,http://localhost:8001
read,key-0031,4.765,200,True,False,4915.015,http://localhost:8005
read,key-0057,2.266,200,True,False,3687.14,http://localhost:8005
write,key-0009,1231.225,201,True,,,http://localhost:8001
read,key-0008,2.796,200,True,False,3692.026,http://localhost:8004
read,key-0071,2.106,200,True,False,2468.055,http://localhost:8005
write,key-0014,1232.119,201,True,,,http://localhost:8001
write,key-0072,1228.85,201,True,,,http://localhost:8001
read,key-0040,2.918,200,True,False,3704.733,http://localhost:8004
read,key-0009,2.048,200,True,False,2469.305,http://localhost:8003
write,key-0072,1225.315,201,True,,,http://localhost:8001
write,key-0082,1228.764,201,True,,,http://localhost:8001
read,key-0014,3.304,200,True,False,3688.574,http://localhost:8002
read,key-0072,2.588,200,True,False,2462.857,http://localhost:8002
read,key-0072,2.199,200,True,False,1234.829,http://localhost:8003
read,key-0082,1.73,200,True,False,8.194,http://localhost:8002
write,key-0053,1224.15,201,True,,,http://localhost:8001
write,key-0050,1230.347,201,True,,,http://localhost:8001
write,key-0023,1232.846,201,True,,,http://localhost:8001
write,key-0031,1229.135,201,True,,,http://localhost:8001
write,key-0010,1233.471,201,True,,,http://localhost:8001
write,key-0030,1229.547,201,True,,,http://localhost:8001
read,key-0053,5.164,200,True,False,6156.178,http://localhost:8003
read,key-0050,3.447,200,True,False,4930.826,http://localhost:8002
read,key-0023,2.795,200,True,False,3701.286,http://localhost:8004
read,key-0031,3.035,200,True,False,2474.905,http://localhost:8003
read,key-0010,2.708,200,True,False,1244.438,http://localhost:8002
write,key-0024,1230.896,201,True,,,http://localhost:8001
read,key-0030,12.371,200,True,False,1248.459,http://localhost:8002
write,key-0043,1231.031,201,True,,,http://localhost:8001
write,key-0004,1242.966,201,True,,,http://localhost:8001
write,key-0043,1237.461,201,True,,,http://localhost:8001
write,key-0060,1235.425,201,True,,,http://localhost:8001
write,key-0087,1235.787,201,True,,,http://localhost:8001
write,key-0083,1235.15,201,True,,,http://localhost:8001
write,key-0066,1229.158,201,True,,,http://localhost:8001
write,key-0035,1225.499,201,True,,,http://localhost:8001
write,key-0048,1240.187,201,True,,,http://localhost:8001
read,key-0024,4.992,200,True,False,11127.131,http://localhost:8005
read,key-0043,11.744,200,True,False,9887.961,http://localhost:8003
write,key-0067,1229.804,201,True,,,http://localhost:8001
read,key-0004,2.778,200,True,False,9887.066,http://localhost:8003
write,key-0001,1232.332,201,True,,,http://localhost:8001
read,key-0043,4.821,200,True,False,9884.742,http://localhost:8003
write,key-0044,1235.137,201,True,,,http://localhost:8001
write,key-0073,1227.841,201,True,,,http://localhost:8001
write,key-0093,1230.685,201,True,,,http://localhost:8001
read,key-0060,4.847,200,True,False,12348.181,http://localhost:8004
write,key-0092,1225.014,201,True,,,http://localhost:8001
write,key-0010,1220.756,201,True,,,http://localhost:8001
read,key-0087,6.328,200,True,False,13564.66,http://localhost:8002
write,key-0061,1219.757,201,True,,,http://localhost:8001
write,key-0053,1220.151,201,True,,,http://localhost:8001
write,key-0078,1233.055,201,True,,,http://localhost:8001
read,key-0083,2.954,200,True,False,16009.363,http://localhost:8005
read,key-0066,2.417,200,True,False,14783.104,http://localhost:8003
read,key-0035,2.4,200,True,False,13559.897,http://localhost:8004
read,key-0048,2.277,200,True,False,12322.002,http://localhost:8005
read,key-0067,1.905,200,True,False,11076.959,http://localhost:8003
read,key-0001,1.717,200,True,False,9843.622,http://localhost:8005
read,key-0044,1.751,200,True,False,8605.187,http://localhost:8004
write,key-0022,1228.531,201,True,,,http://localhost:8001
write,key-0098,1225.972,201,True,,,http://localhost:8001
read,key-0073,4.749,200,True,False,9833.867,http://localhost:8003
write,key-0034,1227.511,201,True,,,http://localhost:8001
write,key-0010,1230.507,201,True,,,http://localhost:8001
write,key-0036,1230.264,201,True,,,http://localhost:8001
read,key-0093,4.344,200,True,False,12296.534,http://localhost:8003
read,key-0092,2.257,200,True,False,11070.791,http://localhost:8004
read,key-0010,1.978,200,True,False,9850.6,http://localhost:8005
read,key-0061,2.156,200,True,False,8626.273,http://localhost:8002
write,key-0080,1222.8,201,True,,,http://localhost:8001
write,key-0075,1227.649,201,True,,,http://localhost:8001
read,key-0053,2.273,200,True,False,9858.76,http://localhost:8003
write,key-0028,1218.529,201,True,,,http://localhost:8001
write,key-0032,1229.623,201,True,,,http://localhost:8001
read,key-0078,3.457,200,True,False,11076.258,http://localhost:8002
write,key-0059,1230.16,201,True,,,http://localhost:8001
write,key-0095,1231.559,201,True,,,http://localhost:8001
read,key-0022,4.974,200,True,False,12297.57,http://localhost:8005
write,key-0076,1229.74,201,True,,,http://localhost:8001
write,key-0012,1234.745,201,True,,,http://localhost:8001
write,key-0095,1231.056,201,True,,,http://localhost:8001
write,key-0089,1234.295,201,True,,,http://localhost:8001
read,key-0098,5.004,200,True,False,16006.961,http://localhost:8002
read,key-0034,3.723,200,True,False,14779.619,http://localhost:8005
read,key-0010,3.433,200,True,False,13552.791,http://localhost:8003
write,key-0085,1224.672,201,True,,,http://localhost:8001
write,key-0066,1230.806,201,True,,,http://localhost:8001
write,key-0096,1232.613,201,True,,,http://localhost:8001
write,key-0099,1225.232,201,True,,,http://localhost:8001
write,key-0013,1227.871,201,True,,,http://localhost:8001
read,key-0036,6.225,200,True,False,18467.837,http://localhost:8003
read,key-0080,4.719,200,True,False,17240.319,http://localhost:8002
read,key-0075,4.506,200,True,False,16017.356,http://localhost:8004
read,key-0028,5.128,200,True,False,14800.974,http://localhost:8002
read,key-0032,3.966,200,True,False,13576.466,http://localhost:8003
write,key-0082,1224.238,201,True,,,http://localhost:8001
write,key-0050,1230.653,201,True,,,http://localhost:8001
read,key-0059,3.56,200,True,False,14801.865,http://localhost:8002
read,key-0095,2.131,200,True,False,13573.665,http://localhost:8003
write,key-0060,1225.867,201,True,,,http://localhost:8001
write,key-0080,1231.861,201,True,,,http://localhost:8001
read,key-0076,5.136,200,True,False,14798.738,http://localhost:8004
read,key-0012,4.279,200,True,False,13569.114,http://localhost:8002
read,key-0095,3.624,200,True,False,12342.277,http://localhost:8004
write,key-0098,1237.806,201,True,,,http://localhost:8001
write,key-0028,1227.07,201,True,,,http://localhost:8001
read,key-0089,5.679,200,True,False,13576.574,http://localhost:8004
write,key-0027,1220.35,201,True,,,http://localhost:8001
write,key-0009,1237.738,201,True,,,http://localhost:8001
write,key-0008,1239.758,201,True,,,http://localhost:8001
write,key-0096,1241.852,201,True,,,http://localhost:8001
write,key-0076,1226.829,201,True,,,http://localhost:8001
write,key-0095,1232.813,201,True,,,http://localhost:8001
write,key-0074,1229.82,201,True,,,http://localhost:8001
write,key-0084,1235.959,201,True,,,http://localhost:8001
write,key-0015,1231.164,201,True,,,http://localhost:8001
read,key-0085,4.71,200,True,False,23443.611,http://localhost:8004
read,key-0066,2.514,200,True,False,22217.412,http://localhost:8002
write,key-0015,1224.485,201,True,,,http://localhost:8001
read,key-0096,5.111,200,True,False,22211.83,http://localhost:8005
write,key-0090,1230.382,201,True,,,http://localhost:8001
read,key-0099,2.963,200,True,False,22222.216,http://localhost:8003
read,key-0013,2.526,200,True,False,20997.242,http://localhost:8002
write,key-0082,1230.34,201,True,,,http://localhost:8001
write,key-0078,1227.713,201,True,,,http://localhost:8001
write,key-0070,1226.619,201,True,,,http://localhost:8001
read,key-0082,5.068,200,True,False,23435.521,http://localhost:8004
read,key-0050,3.709,200,True,False,22209.893,http://localhost:8005
write,key-0032,1221.334,201,True,,,http://localhost:8001
read,key-0060,5.186,200,True,False,22203.389,http://localhost:8005
read,key-0080,14.349,200,True,False,20976.636,http://localhost:8002
read,key-0098,3.349,200,True,False,19739.929,http://localhost:8002
read,key-0028,2.51,200,True,False,18516.184,http://localhost:8004
read,key-0027,2.831,200,True,False,17292.564,http://localhost:8005
write,key-0088,1232.385,201,True,,,http://localhost:8001
read,key-0009,5.271,200,True,False,17290.17,http://localhost:8003
write,key-0070,1231.595,201,True,,,http://localhost:8001
write,key-0027,1234.381,201,True,,,http://localhost:8001
read,key-0008,3.748,200,True,False,18521.53,http://localhost:8002
write,key-0046,1232.379,201,True,,,http://localhost:8001
write,key-0075,1226.122,201,True,,,http://localhost:8001
read,key-0096,3.057,200,True,False,19741.936,http://localhost:8002
write,key-0084,1224.944,201,True,,,http://localhost:8001
write,key-0016,1230.803,201,True,,,http://localhost:8001
write,key-0018,1227.978,201,True,,,http://localhost:8001
write,key-0069,1229.884,201,True,,,http://localhost:8001
read,key-0076,5.969,200,True,False,23432.198,http://localhost:8004
read,key-0095,4.012,200,True,False,22204.837,http://localhost:8004
write,key-0068,1229.622,201,True,,,http://localhost:8001
read,key-0074,5.598,200,True,False,22208.559,http://localhost:8004
read,key-0084,3.096,200,True,False,20978.17,http://localhost:8003
write,key-0068,1226.256,201,True,,,http://localhost:8001
read,key-0015,4.009,200,True,False,20976.37,http://localhost:8004
write,key-0001,1229.371,201,True,,,http://localhost:8001
read,key-0015,5.166,200,True,False,20978.036,http://localhost:8002
write,key-0089,1234.677,201,True,,,http://localhost:8001
write,key-0094,1228.415,201,True,,,http://localhost:8001
write,key-0086,1227.123,201,True,,,http://localhost:8001
read,key-0090,3.261,200,True,False,23438.29,http://localhost:8005
read,key-0082,2.564,200,True,False,22205.468,http://localhost:8002
write,key-0083,1227.837,201,True,,,http://localhost:8001
write,key-0080,1225.2,201,True,,,http://localhost:8001
write,key-0050,1229.528,201,True,,,http://localhost:8001
write,key-0009,1234.571,201,True,,,http://localhost:8001
read,key-0078,2.604,200,True,False,25897.932,http://localhost:8005
write,key-0092,1237.596,201,True,,,http://localhost:8001
write,key-0066,1220.609,201,True,,,http://localhost:8001
write,key-0049,1227.897,201,True,,,http://localhost:8001
read,key-0070,3.521,200,True,False,28360.255,http://localhost:8004
write,key-0007,1230.667,201,True,,,http://localhost:8001
write,key-0003,1228.054,201,True,,,http://localhost:8001
write,key-0039,1217.514,201,True,,,http://localhost:8001
write,key-0003,1231.207,201,True,,,http://localhost:8001
read,key-0032,2.86,200,True,False,32041.434,http://localhost:8002
read,key-0088,2.33,200,True,False,30783.133,http://localhost:8002
read,key-0070,2.53,200,True,False,29548.372,http://localhost:8005
write,key-0081,1231.022,201,True,,,http://localhost:8001
read,key-0027,4.532,200,True,False,29547.612,http://localhost:8003
read,key-0046,3.542,200,True,False,28315.91,http://localhost:8004
write,key-0087,1227.322,201,True,,,http://localhost:8001
read,key-0075,3.943,200,True,False,28320.698,http://localhost:8002
read,key-0084,2.291,200,True,False,27096.56,http://localhost:8003
write,key-0043,1223.048,201,True,,,http://localhost:8001
write,key-0004,1238.682,201,True,,,http://localhost:8001
read,key-0016,4.622,200,True,False,28330.287,http://localhost:8002
write,key-0072,1229.174,201,True,,,http://localhost:8001
write,key-0076,1234.738,201,True,,,http://localhost:8001
write,key-0003,1221.31,201,True,,,http://localhost:8001
write,key-0019,1224.702,201,True,,,http://localhost:8001
write,key-0067,1230.281,201,True,,,http://localhost:8001
write,key-0088,1229.71,201,True,,,http://localhost:8001
write,key-0030,1245.104,201,True,,,http://localhost:8001
write,key-0010,1231.346,201,True,,,http://localhost:8001
read,key-0018,4.908,200,True,False,36954.544,http://localhost:8005
read,key-0069,3.942,200,True,False,35729.487,http://localhost:8003
write,key-0048,1233.08,201,True,,,http://localhost:8001
read,key-0068,4.568,200,True,False,35726.79,http://localhost:8003
read,key-0068,3.4,200,True,False,34496.288,http://localhost:8002
write,key-0045,1234.084,201,True,,,http://localhost:8001
read,key-0001,5.17,200,True,False,34500.455,http://localhost:8003
read,key-0089,4.76,200,True,False,33265.588,http://localhost:8004
read,key-0094,3.834,200,True,False,32041.863,http://localhost:8004
write,key-0060,1234.077,201,True,,,http://localhost:8001
read,key-0086,7.992,200,True,False,32052.912,http://localhost:8005
write,key-0016,1229.157,201,True,,,http://localhost:8001
read,key-0083,5.54,200,True,False,32056.342,http://localhost:8005
write,key-0055,1228.112,201,True,,,http://localhost:8001
write,key-0013,1233.588,201,True,,,http://localhost:8001
write,key-0056,1226.718,201,True,,,http://localhost:8001
write,key-0030,1228.517,201,True,,,http://localhost:8001
read,key-0080,5.052,200,True,False,35753.971,http://localhost:8004
read,key-0050,2.727,200,True,False,34529.367,http://localhost:8005
read,key-0009,2.046,200,True,False,33297.449,http://localhost:8005
write,key-0088,1224.157,201,True,,,http://localhost:8001
read,key-0092,5.179,200,True,False,33283.536,http://localhost:8005
read,key-0066,6.804,200,True,False,32068.075,http://localhost:8002
read,key-0049,5.304,200,True,False,30846.968,http://localhost:8003
read,key-0007,3.699,200,True,False,29617.903,http://localhost:8002
read,key-0003,3.482,200,True,False,28393.464,http://localhost:8004
read,key-0039,3.097,200,True,False,27179.365,http://localhost:8004
read,key-0003,4.77,200,True,False,25951.226,http://localhost:8005
write,key-0002,1226.645,201,True,,,http://localhost:8001
write,key-0032,1224.962,201,True,,,http://localhost:8001
write,key-0079,1236.5,201,True,,,http://localhost:8001
write,key-0080,1226.092,201,True,,,http://localhost:8001
write,key-0017,1240.92,201,True,,,http://localhost:8001
read,key-0081,7.198,200,True,False,30873.235,http://localhost:8002
read,key-0087,4.171,200,True,False,29644.904,http://localhost:8004
write,key-0000,1222.593,201,True,,,http://localhost:8001
read,key-0043,6.906,200,True,False,29642.44,http://localhost:8003
write,key-0039,1232.477,201,True,,,http://localhost:8001
read,key-0004,4.068,200,True,False,29643.368,http://localhost:8003
write,key-0084,1223.874,201,True,,,http://localhost:8001
read,key-0072,6.901,200,True,False,29637.332,http://localhost:8005
write,key-0057,1230.723,201,True,,,http://localhost:8001
write,key-0077,1223.155,201,True,,,http://localhost:8001
write,key-0055,1236.298,201,True,,,http://localhost:8001
read,key-0076,4.092,200,True,False,32100.078,http://localhost:8002
write,key-0096,1219.709,201,True,,,http://localhost:8001
read,key-0003,4.413,200,True,False,32102.627,http://localhost:8002
write,key-0085,1222.455,201,True,,,http://localhost:8001
read,key-0019,6.62,200,True,False,32104.858,http://localhost:8005
write,key-0009,1227.055,201,True,,,http://localhost:8001
read,key-0067,5.894,200,True,False,32108.335,http://localhost:8003
read,key-0088,3.681,200,True,False,30884.486,http://localhost:8002
read,key-0030,4.505,200,True,False,29642.904,http://localhost:8005
write,key-0090,1230.351,201,True,,,http://localhost:8001
read,key-0010,4.494,200,True,False,29646.432,http://localhost:8004
write,key-0089,1226.855,201,True,,,http://localhost:8001
write,key-0061,1230.875,201,True,,,http://localhost:8001
write,key-0085,1228.919,201,True,,,http://localhost:8001
read,key-0048,21.461,200,True,False,32095.782,http://localhost:8002
