op_type,key,latency_ms,status_code,ok,stale,write_read_gap_ms
read,key-0041,2.7520000003278255,200,True,False,15033.564805984497
read,key-0099,2.1702093072235584,200,True,False,5075.668096542358
read,key-0033,2.0746253430843353,200,True,False,6319.547891616821
read,key-0096,2.2651669569313526,200,True,False,19995.518922805786
read,key-0084,2.1943747997283936,200,True,False,1325.2549171447754
read,key-0099,2.2033751010894775,200,True,False,5084.602117538452
read,key-0033,2.6980419643223286,200,True,False,6329.10680770874
read,key-0018,2.1035000681877136,200,True,False,57.72686004638672
write,key-0099,1221.4430831372738,201,True,,
read,key-0072,7.433542050421238,200,True,False,17518.549919128418
read,key-0084,2.1790419705212116,200,True,False,2563.6579990386963
read,key-0006,2.7139591984450817,200,True,False,22468.930959701538
read,key-0018,2.2330828942358494,200,True,False,1294.0747737884521
read,key-0077,2.59366724640131,404,True,False,
read,key-0092,3.0113752000033855,200,True,False,20004.230976104736
write,key-0046,1220.5611248500645,201,True,,
read,key-0099,2.6865419931709766,200,True,False,1244.0471649169922
read,key-0046,2.651333808898926,200,True,False,5.500316619873047
read,key-0041,2.4576247669756413,200,True,False,17520.416021347046
write,key-0009,1234.1661667451262,201,True,,
write,key-0099,1234.5059998333454,201,True,,
read,key-0007,11.639208067208529,404,True,False,
read,key-0074,4.928334150463343,200,True,False,32355.483293533325
read,key-0046,8.576584048569202,200,True,False,2502.723217010498
read,key-0099,6.01195776835084,200,True,False,31.990766525268555
read,key-0033,4.715416114777327,200,True,False,11307.910919189453
write,key-0033,1245.3007907606661,201,True,,
read,key-0018,15.096208080649376,200,True,False,6296.402931213379
read,key-0087,2.8490829281508923,404,True,False,
read,key-0084,1.422917004674673,200,True,False,7575.441837310791
read,key-0002,1.7475420609116554,404,True,False,
write,key-0033,1233.5518752224743,201,True,,
read,key-0084,7.0459577254951,200,True,False,8818.139791488647
read,key-0033,5.567291751503944,200,True,False,13.036012649536133
read,key-0099,5.117250140756369,200,True,False,2556.947946548462
read,key-0033,4.994583316147327,200,True,False,23.411035537719727
read,key-0099,7.410999853163958,200,True,False,2569.682836532593
read,key-0018,6.416040938347578,200,True,False,7573.836088180542
read,key-0099,4.50816610828042,200,True,False,2580.9826850891113
read,key-0099,6.761875003576279,200,True,False,2587.8727436065674
read,key-0046,4.439542070031166,200,True,False,5069.485187530518
read,key-0083,5.692041013389826,404,True,False,
read,key-0078,3.055209293961525,404,True,False,
write,key-0084,1241.519124712795,201,True,,
write,key-0046,1234.0342500247061,201,True,,
read,key-0099,6.021084263920784,200,True,False,5083.976984024048
read,key-0040,5.808958783745766,404,True,False,
write,key-0049,1235.4595828801394,201,True,,
read,key-0099,6.393665913492441,200,True,False,6332.078695297241
read,key-0018,5.282917059957981,200,True,False,11335.001945495605
read,key-0099,5.6120832450687885,200,True,False,6343.219995498657
