op_type,key,latency_ms,status_code,ok,stale,write_read_gap_ms,node
read,key-0098,6.826,404,True,False,,http://localhost:8005
read,key-0004,1.395,404,True,False,,http://localhost:8004
read,key-0085,1.831,404,True,False,,http://localhost:8005
read,key-0013,2.182,404,True,False,,http://localhost:8005
read,key-0064,1.197,404,True,False,,http://localhost:8004
read,key-0026,1.182,404,True,False,,http://localhost:8002
read,key-0050,1.014,404,True,False,,http://localhost:8003
read,key-0077,1.114,404,True,False,,http://localhost:8003
read,key-0006,1.146,404,True,False,,http://localhost:8005
read,key-0017,1.191,404,True,False,,http://localhost:8003
read,key-0057,1.091,404,True,False,,http://localhost:8005
read,key-0041,1.373,404,True,False,,http://localhost:8003
read,key-0077,1.288,404,True,False,,http://localhost:8002
read,key-0058,1.007,200,True,False,,http://localhost:8003
read,key-0034,1.166,404,True,False,,http://localhost:8004
read,key-0041,1.405,404,True,False,,http://localhost:8004
read,key-0004,1.137,404,True,False,,http://localhost:8002
read,key-0050,1.138,404,True,False,,http://localhost:8003
read,key-0070,1.078,200,True,False,,http://localhost:8003
read,key-0070,1.13,200,True,False,,http://localhost:8003
read,key-0064,1.067,404,True,False,,http://localhost:8005
read,key-0071,1.13,404,True,False,,http://localhost:8004
write,key-0004,619.239,201,True,,,http://localhost:8001
read,key-0004,3.803,404,True,True,0.008,http://localhost:8005
read,key-0021,2.377,404,True,False,,http://localhost:8005
read,key-0096,2.486,404,True,False,,http://localhost:8005
read,key-0036,1.922,200,True,False,,http://localhost:8005
read,key-0035,2.084,404,True,False,,http://localhost:8003
read,key-0087,2.262,404,True,False,,http://localhost:8003
read,key-0068,1.913,200,True,False,,http://localhost:8003
read,key-0004,2.485,404,True,True,,http://localhost:8004
read,key-0080,1.882,404,True,False,,http://localhost:8003
read,key-0073,1.893,404,True,False,,http://localhost:8003
read,key-0070,2.201,200,True,False,,http://localhost:8003
read,key-0071,2.945,404,True,False,,http://localhost:8002
read,key-0084,1.943,404,True,False,,http://localhost:8002
write,key-0040,617.452,201,True,,,http://localhost:8001
read,key-0040,4.08,404,True,True,0.012,http://localhost:8005
read,key-0050,2.868,404,True,False,,http://localhost:8005
read,key-0041,3.505,404,True,False,,http://localhost:8004
read,key-0026,2.833,404,True,False,,http://localhost:8005
read,key-0012,2.855,200,True,False,,http://localhost:8003
read,key-0057,2.86,404,True,False,,http://localhost:8005
read,key-0037,3.137,404,True,False,,http://localhost:8005
read,key-0017,2.653,404,True,False,,http://localhost:8002
read,key-0004,3.333,200,True,False,,http://localhost:8004
read,key-0064,2.987,404,True,False,,http://localhost:8003
read,key-0066,2.858,404,True,False,,http://localhost:8004
read,key-0026,3.258,404,True,False,,http://localhost:8005
read,key-0098,2.497,404,True,False,,http://localhost:8005
read,key-0003,2.439,200,True,False,,http://localhost:8002
read,key-0049,2.593,404,True,False,,http://localhost:8003
read,key-0052,2.231,404,True,False,,http://localhost:8002
read,key-0029,2.209,404,True,False,,http://localhost:8005
read,key-0046,3.158,404,True,False,,http://localhost:8003
read,key-0060,2.413,404,True,False,,http://localhost:8003
read,key-0056,3.04,404,True,False,,http://localhost:8005
read,key-0096,10.396,404,True,False,,http://localhost:8003
read,key-0086,2.744,404,True,False,,http://localhost:8002
read,key-0081,2.208,404,True,False,,http://localhost:8002
read,key-0089,2.801,404,True,False,,http://localhost:8004
read,key-0030,3.206,404,True,False,,http://localhost:8003
read,key-0094,1.351,404,True,False,,http://localhost:8002
read,key-0085,1.338,404,True,False,,http://localhost:8003
read,key-0057,1.234,404,True,False,,http://localhost:8002
read,key-0084,1.151,404,True,False,,http://localhost:8005
read,key-0092,1.09,200,True,False,,http://localhost:8004
read,key-0000,1.08,404,True,False,,http://localhost:8003
write,key-0052,617.474,201,True,,,http://localhost:8001
read,key-0052,4.086,404,True,True,0.007,http://localhost:8004
read,key-0001,3.771,404,True,False,,http://localhost:8002
