op_type,key,latency_ms,status_code,ok,stale,write_read_gap_ms,node
read,key-0079,14.07,404,True,False,,http://localhost:8013
read,key-0086,4.494,404,True,False,,http://localhost:8015
read,key-0042,2.888,404,True,False,,http://localhost:8013
read,key-0068,2.027,404,True,False,,http://localhost:8013
read,key-0058,3.335,404,True,False,,http://localhost:8015
read,key-0036,1.984,404,True,False,,http://localhost:8013
read,key-0016,5.01,404,True,False,,http://localhost:8014
read,key-0072,1.992,404,True,False,,http://localhost:8014
read,key-0031,2.301,404,True,False,,http://localhost:8014
write,key-0034,1247.0,201,True,,,http://localhost:8011
read,key-0034,5.435,200,True,False,0.012,http://localhost:8013
read,key-0036,3.238,404,True,False,,http://localhost:8014
read,key-0053,3.324,404,True,False,,http://localhost:8015
read,key-0018,2.504,404,True,False,,http://localhost:8012
read,key-0062,3.309,404,True,False,,http://localhost:8014
read,key-0061,4.428,404,True,False,,http://localhost:8012
read,key-0089,3.277,404,True,False,,http://localhost:8014
read,key-0085,2.652,404,True,False,,http://localhost:8012
read,key-0047,2.436,404,True,False,,http://localhost:8015
read,key-0068,2.73,404,True,False,,http://localhost:8013
read,key-0015,3.149,404,True,False,,http://localhost:8014
read,key-0060,2.813,404,True,False,,http://localhost:8013
read,key-0052,2.567,404,True,False,,http://localhost:8013
read,key-0026,2.295,404,True,False,,http://localhost:8014
read,key-0073,2.438,404,True,False,,http://localhost:8015
write,key-0027,1224.416,201,True,,,http://localhost:8011
read,key-0027,3.352,200,True,False,0.005,http://localhost:8013
read,key-0082,1.946,404,True,False,,http://localhost:8014
read,key-0019,1.716,404,True,False,,http://localhost:8013
read,key-0081,1.88,404,True,False,,http://localhost:8012
read,key-0079,10.213,404,True,False,,http://localhost:8012
read,key-0034,3.887,200,True,False,,http://localhost:8015
read,key-0088,2.255,404,True,False,,http://localhost:8015
read,key-0058,1.783,404,True,False,,http://localhost:8014
read,key-0096,1.755,404,True,False,,http://localhost:8012
read,key-0095,2.263,404,True,False,,http://localhost:8013
read,key-0066,2.083,404,True,False,,http://localhost:8015
read,key-0029,2.554,404,True,False,,http://localhost:8014
read,key-0077,1.647,404,True,False,,http://localhost:8014
read,key-0019,1.349,404,True,False,,http://localhost:8013
read,key-0007,1.196,404,True,False,,http://localhost:8012
read,key-0055,1.154,404,True,False,,http://localhost:8013
